Numero_OL,Dia_Ocorrencia,Dia_Abertura,Status,Responsavel,Tipo_Projeto,Produto,Lote,Ensaio,Protocolo/Metodo,Parametro,Nome_Sequencia,Diretorio,Tipo_de_Erro,Ocorrencia,Avaliação,Classificação,Causa_Raiz,Criticidade,Data_atualização,Atualizado_Por,Status_Final
2025_OL_0581,05/11/2025,07/11/2025,Finalizado,Eduardo Borges,Estabilidade,Produto_18,BAN828,N_226,Protocolo_34,Linearidade,SEQ_143,Banco/Degradação/Sequencias,Máquina,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Equipamento,Procedimento ou Método Inadequado,Média,15/11/2025,Luiz Gustavo Fernandes,Aprovado
2025_OL_0582,06/11/2025,09/11/2025,Finalizado,Aylla da Mata,Estabilidade,Produto_13,BAN8e1,N_283,Protocolo_86,Linearidade,SEQ_19,Banco/Solventes Residuais/Sequencias,Máquina,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Treinamento Adequado,Média,13/11/2025,Nathan Brito,Aprovado
2025_OL_0583,06/11/2025,09/11/2025,Finalizado,Allana Casa Grande,Sumário de Validação,Produto_3,BAN922,N_206,Protocolo_51,Linearidade,SEQ_42,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Média,10/11/2025,Marina Borges,Aprovado
2025_OL_0584,06/11/2025,07/11/2025,Finalizado,Yago da Mata,Liberação,Produto_18,BAN881,N_270,Protocolo_47,Exatidão,SEQ_40,Banco/Substancias/Sequencias,Material,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Equipamento,Outros,Média,10/11/2025,Dra. Ana Cassiano,Aprovado
2025_OL_0585,06/11/2025,06/11/2025,Finalizado,Maria Julia Souza,Sumário de Validação,Produto_19,BAN809,N_286,Protocolo_50,Linearidade,SEQ_142,Banco/Degradação/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Treinamento Adequado,Alta,14/11/2025,Dra. Maria Eduarda da Paz,Aprovado
2025_OL_0586,08/11/2025,12/11/2025,Finalizado,Maria Julia Albuquerque,Sumário de Validação,Produto_5,BAN8ff,N_203,Protocolo_3,Linearidade,SEQ_75,Banco/Estabilidade/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,14/11/2025,Mirella das Neves,Aprovado
2025_OL_0587,08/11/2025,10/11/2025,Finalizado,José Miguel Casa Grande,Sumário de Validação,Produto_17,BAN97a,N_236,Protocolo_29,Linearidade,SEQ_2,Banco/Degradação/Sequencias,Material,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Erro Isolado,Média,12/11/2025,Gustavo Henrique Siqueira,Reprovado
2025_OL_0588,09/11/2025,11/11/2025,Finalizado,Gabriela Sampaio,Outros,Produto_24,BAN95e,N_246,Protocolo_29,Linearidade,SEQ_2,Banco/Solventes Residuais/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Falta de Treinamento Adequado,Baixa,20/11/2025,Sra. Natália Pacheco,Aprovado
2025_OL_0589,11/11/2025,14/11/2025,Finalizado,Dr. Pedro Lucas da Conceição,Solventes Residuais,Produto_3,BAN8a1,N_251,Protocolo_97,Linearidade,SEQ_123,Banco/Degradação/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Erro Isolado,Média,18/11/2025,Olívia Camargo,Aprovado
2025_OL_0590,12/11/2025,13/11/2025,Finalizado,Hadassa da Luz,Liberação,Produto_19,BAN941,N_341,Protocolo_49,Linearidade,SEQ_57,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Preparo de Solução,Falta de Treinamento Adequado,Média,19/11/2025,Sr. Mateus Azevedo,Aprovado
2025_OL_0591,12/11/2025,15/11/2025,Finalizado,Pedro Lucas Oliveira,Estabilidade,Produto_11,BAN992,N_217,Protocolo_11,Precisão,SEQ_38,Banco/Degradação/Sequencias,Material,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Sobrecarga de Trabalho,Alta,19/11/2025,Pedro Lucas Mendonça,Aprovado
2025_OL_0592,13/11/2025,13/11/2025,Finalizado,Lucca Souza,Estabilidade,Produto_2,BAN893,N_305,Protocolo_94,Exatidão,SEQ_59,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Procedimento ou Método Inadequado,Média,15/11/2025,Manuela Fernandes,Aprovado
2025_OL_0593,13/11/2025,17/11/2025,Finalizado,Daniela Rocha,Estabilidade,Produto_21,BAN822,N_285,Protocolo_7,Linearidade,SEQ_110,Banco/Degradação/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Falta de Treinamento Adequado,Média,19/11/2025,Luiz Fernando Andrade,Aprovado
2025_OL_0594,15/11/2025,16/11/2025,Finalizado,Otávio da Mota,Validação Anlítica,Produto_2,BAN8b0,N_342,Protocolo_49,Precisão,SEQ_115,Banco/Degradação/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Documentação,Sobrecarga de Trabalho,Média,25/11/2025,Anna Liz Oliveira,Reprovado
2025_OL_0595,15/11/2025,16/11/2025,Finalizado,Ísis Almeida,Liberação,Produto_11,BAN9b6,N_268,Protocolo_8,Linearidade,SEQ_78,Banco/Degradação/Sequencias,Máquina,Falha no equipamento,Avaliado pelo time de Compliance,Erro Analítico,Procedimento ou Método Inadequado,Média,25/11/2025,Noah Teixeira,Aprovado
2025_OL_0596,16/11/2025,19/11/2025,Finalizado,Joana Cavalcante,Estabilidade,Produto_16,BAN810,N_287,Protocolo_93,Linearidade,SEQ_109,Banco/Substancias/Sequencias,Material,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Erro Isolado,Média,21/11/2025,Yasmin da Cunha,Aprovado
2025_OL_0597,17/11/2025,21/11/2025,Finalizado,Davi Luiz Santos,Estabilidade,Produto_1,BAN8c4,N_237,Protocolo_68,Exatidão,SEQ_45,Banco/Degradação/Sequencias,Máquina,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Falta de Revisão ou Checagem,Média,01/12/2025,Liz Pastor,Aprovado
2025_OL_0598,17/11/2025,20/11/2025,Finalizado,Allana Gonçalves,Impurezas Elementares,Produto_2,BAN92c,N_346,Protocolo_67,Linearidade,SEQ_104,Banco/Estabilidade/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Média,26/11/2025,Léo Sampaio,Aprovado
2025_OL_0599,17/11/2025,19/11/2025,Finalizado,Aurora da Rocha,Estabilidade,Produto_21,BAN9b8,N_221,Protocolo_39,Degradação Forçada,SEQ_6,Banco/Estabilidade/Sequencias,Material,Falha no equipamento,Avaliado pelo time de Compliance,Erro Analítico,Erro Isolado,Alta,20/11/2025,Dr. Leandro Pereira,Aprovado
2025_OL_0600,17/11/2025,20/11/2025,Finalizado,Srta. Stephany da Paz,Estabilidade,Produto_2,BAN949,N_298,Protocolo_19,Linearidade,SEQ_94,Banco/Degradação/Sequencias,Material,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Treinamento Adequado,Média,21/11/2025,Ana da Luz,Aprovado
2025_OL_0601,18/11/2025,21/11/2025,Finalizado,Matheus Siqueira,Solventes Residuais,Produto_4,BAN922,N_337,Protocolo_78,Degradação Forçada,SEQ_54,Banco/Degradação/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Sobrecarga de Trabalho,Média,28/11/2025,Allana Pires,Aprovado
2025_OL_0602,18/11/2025,22/11/2025,Finalizado,Sr. Apollo Dias,Liberação,Produto_18,BAN82e,N_275,Protocolo_68,Linearidade,SEQ_149,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Sobrecarga de Trabalho,Média,28/11/2025,Dr. Davi Cardoso,Aprovado
2025_OL_0603,18/11/2025,18/11/2025,Finalizado,Sr. Antony da Mota,Sumário de Validação,Produto_23,BAN88c,N_283,Protocolo_15,Exatidão,SEQ_10,Banco/Substancias/Sequencias,Material,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Erro Isolado,Alta,24/11/2025,Theodoro Fonseca,Aprovado
2025_OL_0604,19/11/2025,21/11/2025,Finalizado,Kevin Machado,Estabilidade,Produto_22,BAN847,N_307,Protocolo_64,Exatidão,SEQ_96,Banco/Solventes Residuais/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Falta de Treinamento Adequado,Baixa,01/12/2025,Samuel Novais,Aprovado
2025_OL_0605,19/11/2025,22/11/2025,Finalizado,Vitória Lopes,Sumário de Validação,Produto_16,BAN875,N_344,Protocolo_67,Linearidade,SEQ_7,Banco/Degradação/Sequencias,Meio Ambiente,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Equipamento,Falta de Treinamento Adequado,Média,02/12/2025,Esther Fogaça,Aprovado
2025_OL_0606,19/11/2025,23/11/2025,Finalizado,Evelyn Peixoto,Solicitação de Analise,Produto_12,BAN7fa,N_251,Protocolo_6,Estabilidade Bancada,SEQ_3,Banco/Degradação/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Equipamento,Erro Isolado,Alta,26/11/2025,Pedro Lucas Pacheco,Aprovado
2025_OL_0607,20/11/2025,24/11/2025,Finalizado,Emanuelly Brito,Sumário de Validação,Produto_16,BAN89c,N_280,Protocolo_77,Degradação Forçada,SEQ_89,Banco/Solventes Residuais/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Procedimento ou Método Inadequado,Média,01/12/2025,Ryan Casa Grande,Aprovado
2025_OL_0608,21/11/2025,24/11/2025,Finalizado,Carolina Aragão,Estabilidade,Produto_12,BAN800,N_346,Protocolo_93,Precisão,SEQ_134,Banco/Degradação/Sequencias,Máquina,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Outros,Média,28/11/2025,Benicio Cunha,Aprovado
2025_OL_0609,21/11/2025,25/11/2025,Finalizado,Davi Luiz Fonseca,Estabilidade,Produto_13,BAN852,N_333,Protocolo_76,Linearidade,SEQ_130,Banco/Solventes Residuais/Sequencias,Meio Ambiente,Falha no equipamento,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Média,27/11/2025,Francisco da Cruz,Aprovado
2025_OL_0610,22/11/2025,24/11/2025,Finalizado,Calebe Souza,Sumário de Validação,Produto_20,BAN8e6,N_331,Protocolo_4,Precisão,SEQ_111,Banco/Substancias/Sequencias,Meio Ambiente,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Procedimento ou Método Inadequado,Média,01/12/2025,Isaque Sá,Aprovado
2025_OL_0611,22/11/2025,25/11/2025,Finalizado,Dr. Henry Ramos,Transferencia Analítica,Produto_22,BAN8c1,N_269,Protocolo_86,Degradação Forçada,SEQ_10,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Erro Isolado,Média,25/11/2025,Maysa Cunha,Aprovado
2025_OL_0612,23/11/2025,27/11/2025,Finalizado,Camila Cirino,Estabilidade,Produto_13,BAN965,N_220,Protocolo_37,Linearidade,SEQ_83,Banco/Solventes Residuais/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Sobrecarga de Trabalho,Alta,03/12/2025,Thomas Camargo,Em Avaliação
2025_OL_0613,24/11/2025,25/11/2025,Finalizado,Nicolas Guerra,Solventes Residuais,Produto_21,BAN808,N_312,Protocolo_25,Linearidade,SEQ_43,Banco/Estabilidade/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Procedimento ou Método Inadequado,Média,04/12/2025,Ravy Porto,Aprovado
2025_OL_0614,24/11/2025,27/11/2025,Finalizado,Pedro Miguel Abreu,Solventes Residuais,Produto_9,BAN99b,N_271,Protocolo_60,Precisão,SEQ_7,Banco/Teor/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Equipamento,Procedimento ou Método Inadequado,Média,27/11/2025,Letícia Albuquerque,Aprovado
2025_OL_0615,25/11/2025,29/11/2025,Finalizado,Murilo Gonçalves,Sumário de Validação,Produto_15,BAN91b,N_307,Protocolo_44,Precisão,SEQ_44,Banco/Degradação/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Erro Isolado,Baixa,05/12/2025,Sr. Renan Montenegro,Aprovado
2025_OL_0616,26/11/2025,30/11/2025,Finalizado,Paulo Campos,Estabilidade,Produto_24,BAN942,N_342,Protocolo_24,Exatidão,SEQ_139,Banco/Substancias/Sequencias,Metodologia,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Erro Isolado,Média,07/12/2025,Sr. Luigi Macedo,Aprovado
2025_OL_0617,27/11/2025,28/11/2025,Finalizado,Benjamin Costa,Solventes Residuais,Produto_23,BAN974,N_311,Protocolo_61,Linearidade,SEQ_19,Banco/Degradação/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Material/Amostra,Sobrecarga de Trabalho,Média,29/11/2025,Maria Helena Alves,Aprovado
2025_OL_0618,27/11/2025,30/11/2025,Finalizado,Augusto Ribeiro,Estabilidade,Produto_16,BAN8f8,N_240,Protocolo_49,Exatidão,SEQ_90,Banco/Solventes Residuais/Sequencias,Máquina,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Humano,Sobrecarga de Trabalho,Média,04/12/2025,Dra. Ana Júlia Fogaça,Aprovado
2025_OL_0619,28/11/2025,29/11/2025,Finalizado,Ana Clara Silveira,Transferencia Analítica,Produto_9,BAN953,N_256,Protocolo_51,Linearidade,SEQ_141,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Humano,Procedimento ou Método Inadequado,Média,30/11/2025,Antônio Souza,Aprovado
2025_OL_0620,28/11/2025,29/11/2025,Finalizado,Danilo Castro,Estabilidade,Produto_18,BAN8e1,N_275,Protocolo_57,Robustez,SEQ_43,Banco/Degradação/Sequencias,Material,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,02/12/2025,Maria Flor da Rosa,Aprovado
2025_OL_0621,29/11/2025,30/11/2025,Finalizado,Ana Macedo,Estabilidade,Produto_16,BAN976,N_242,Protocolo_7,Degradação Forçada,SEQ_111,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Erro Isolado,Baixa,03/12/2025,Sra. Aylla Novaes,Aprovado
2025_OL_0622,29/11/2025,30/11/2025,Finalizado,Gael da Mota,Estabilidade,Produto_18,BAN8c8,N_265,Protocolo_96,Exatidão,SEQ_6,Banco/Degradação/Sequencias,Meio Ambiente,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Média,10/12/2025,Bento Lima,Aprovado
2025_OL_0623,30/11/2025,02/12/2025,Aprovado,Nicolas das Neves,Liberação,Produto_7,BAN7f0,N_332,Protocolo_52,Linearidade,SEQ_83,Banco/Substancias/Sequencias,Material,Falha no equipamento,Avaliado pelo time de Compliance,Erro Humano,Sobrecarga de Trabalho,Baixa,09/12/2025,Augusto Freitas,Aprovado
2025_OL_0624,30/11/2025,01/12/2025,Aprovado,Marina Cavalcante,Solicitação de Analise,Produto_6,BAN990,N_239,Protocolo_81,Linearidade,SEQ_140,Banco/Degradação/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Sobrecarga de Trabalho,Média,06/12/2025,João Miguel Pacheco,Aberto
2025_OL_0625,30/11/2025,03/12/2025,Aprovado,Dra. Brenda Andrade,Solventes Residuais,Produto_3,BAN97b,N_230,Protocolo_86,Linearidade,SEQ_77,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Preparo de Solução,Falta de Treinamento Adequado,Média,13/12/2025,Melina Montenegro,Aprovado
2025_OL_0626,01/12/2025,05/12/2025,Aprovado,Benjamim Araújo,Estabilidade,Produto_3,BAN96b,N_252,Protocolo_62,Linearidade,SEQ_51,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Equipamento,Falta de Revisão ou Checagem,Média,15/12/2025,Srta. Maria da Conceição,Aprovado
2025_OL_0627,01/12/2025,04/12/2025,Aprovado,Clara Aragão,Solventes Residuais,Produto_20,BAN8b2,N_348,Protocolo_74,Exatidão,SEQ_110,Banco/Solventes Residuais/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Revisão ou Checagem,Média,12/12/2025,Ana Liz Casa Grande,Aprovado
2025_OL_0628,02/12/2025,04/12/2025,Aberto,Sr. João Gabriel Peixoto,Estabilidade,Produto_16,BAN81d,N_332,Protocolo_48,Precisão,SEQ_146,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Falta de Treinamento Adequado,Média,14/12/2025,Nicole da Rocha,Aprovado
2025_OL_0629,02/12/2025,06/12/2025,Aprovado,Luiz Henrique Melo,Estabilidade,Produto_8,BAN8d5,N_322,Protocolo_38,Exatidão,SEQ_99,Banco/Solventes Residuais/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Sobrecarga de Trabalho,Média,07/12/2025,Amanda Gonçalves,Aprovado
2025_OL_0630,02/12/2025,03/12/2025,Aprovado,Laura Monteiro,Solicitação de Analise,Produto_12,BAN868,N_207,Protocolo_43,Linearidade,SEQ_148,Banco/Estabilidade/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Preparo de Solução,Erro Isolado,Baixa,07/12/2025,Pietra Barros,Aberto
2025_OL_0631,02/12/2025,06/12/2025,Em Avaliação,Heitor Andrade,Estabilidade,Produto_3,BAN8a7,N_215,Protocolo_21,Linearidade,SEQ_65,Banco/Solventes Residuais/Sequencias,Material,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Equipamento,Erro Isolado,Média,16/12/2025,Vinicius Costa,Aprovado
2025_OL_0632,04/12/2025,05/12/2025,Em Avaliação,Henrique Ribeiro,Sumário de Validação,Produto_2,BAN87a,N_282,Protocolo_74,Exatidão,SEQ_91,Banco/Teor/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro Humano,Sobrecarga de Trabalho,Média,12/12/2025,Benicio Casa Grande,Aprovado
2025_OL_0633,04/12/2025,05/12/2025,Aprovado,João Guilherme Andrade,Sumário de Validação,Produto_13,BAN95b,N_343,Protocolo_27,Linearidade,SEQ_147,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Equipamento,Falta de Treinamento Adequado,Média,09/12/2025,Alícia Aragão,Aprovado
2025_OL_0634,05/12/2025,05/12/2025,Aprovado,Luana Lopes,Sumário de Validação,Produto_18,BAN7fc,N_228,Protocolo_34,Linearidade,SEQ_7,Banco/Degradação/Sequencias,Meio Ambiente,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Erro Isolado,Média,14/12/2025,Ravy Borges,Aprovado
2025_OL_0635,05/12/2025,09/12/2025,Aprovado,Noah Lopes,Sumário de Validação,Produto_11,BAN8a2,N_253,Protocolo_31,Linearidade,SEQ_76,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,11/12/2025,Caleb Moreira,Aprovado
2025_OL_0636,06/12/2025,10/12/2025,Aprovado,Mirella Sampaio,Liberação,Produto_18,BAN940,N_294,Protocolo_18,Linearidade,SEQ_147,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Baixa,20/12/2025,Laís da Conceição,Aprovado
2025_OL_0637,07/12/2025,09/12/2025,Aberto,Manuela Silveira,Solventes Residuais,Produto_9,BAN813,N_262,Protocolo_76,Exatidão,SEQ_41,Banco/Degradação/Sequencias,Metodologia,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Treinamento Adequado,Média,13/12/2025,Evelyn Mendonça,Aprovado
2025_OL_0638,09/12/2025,09/12/2025,Aprovado,Letícia Rezende,Sumário de Validação,Produto_20,BAN9ab,N_324,Protocolo_80,Linearidade,SEQ_144,Banco/Estabilidade/Sequencias,Metodologia,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Equipamento,Falta de Treinamento Adequado,Média,19/12/2025,Sr. Lucas Fonseca,Aprovado
2025_OL_0639,10/12/2025,14/12/2025,Aprovado,Carlos Eduardo Cavalcante,Estabilidade,Produto_24,BAN88a,N_301,Protocolo_18,Exatidão,SEQ_52,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Falta de Revisão ou Checagem,Média,21/12/2025,Dra. Julia Costela,Aprovado
2025_OL_0640,10/12/2025,14/12/2025,Aprovado,Lorenzo Cavalcante,Estabilidade,Produto_3,BAN992,N_202,Protocolo_23,Linearidade,SEQ_57,Banco/Degradação/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Humano,Sobrecarga de Trabalho,Média,24/12/2025,Srta. Luana Silva,Aprovado
2025_OL_0641,10/12/2025,11/12/2025,Aprovado,Benjamin Castro,Liberação,Produto_14,BAN967,N_252,Protocolo_19,Precisão,SEQ_61,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro Humano,Erro Isolado,Média,17/12/2025,Isis Casa Grande,Aprovado
2025_OL_0642,10/12/2025,12/12/2025,Aberto,Francisco Carvalho,Solventes Residuais,Produto_2,BAN961,N_266,Protocolo_93,Linearidade,SEQ_30,Banco/Estabilidade/Sequencias,Meio Ambiente,Falha no equipamento,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Alta,15/12/2025,Srta. Marcela Silveira,Em Avaliação
2025_OL_0643,11/12/2025,14/12/2025,Aprovado,Asafe Ramos,Solventes Residuais,Produto_3,BAN7f3,N_327,Protocolo_17,Robustez,SEQ_139,Banco/Substancias/Sequencias,Material,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Sobrecarga de Trabalho,Média,22/12/2025,Leonardo Cirino,Aprovado
